F	SomeCollege	0.0052798404482081495	5upto55	Y	F	Single	Y	Sales/Service	1Low	Renter	Midwest	0.5	D	1
F	Bach	0.04205072956985789	4upto45	Y	B	Married	Y	Professional	1Low	Renter	South	0.0	F	0
M	HS	0.012690946742465908	6upto65	Y	I	Married	N	Professional	1Low	Owner	South	0.125	D	1
F	Grad	0.026302553907208995	4upto45	Y	C	Married	Y	Professional	3High	Owner	Northeast	0.375	H	1
F	SomeCollege	0.012657129830628297	4upto45	Y	I	Married	Y	Sales/Service	2Med	Owner	South	0.125	E	1
F	Bach	0.01908044212910877	5upto55	Y	B	Married	Y	Sales/Service	2Med	Owner	Midwest	0.0	D	1
F	Bach	0.01089594906412697	5upto55	N	B	Married	N	Sales/Service	1Low	Owner	Midwest	0.0	D	1
M	Grad	0.062347880174875456	5upto55	Y	A	Married	Y	Professional	3High	Owner	West	0.0	F	1
F	SomeCollege	0.02320380422249167	4upto45	Y	C	Married	Y	Professional	2Med	Owner	South	0.25	I	1
F	HS	0.005326663864598687	2upto25	N	G	Single	Y	BlueCollar	1Low	Owner	Midwest	0.875	D	0
F	SomeCollege	0.016795799579369643	6upto65	Y	D	Married	N	Retired	1Low	Owner	South	0.125	F	0
F	Grad	0.18728075910762973	4upto45	Y	C	Married	Y	Professional	3High	Owner	West	0.0	K	1
M	HS	0.05178049542576243	6upto65	Y	B	Married	N	Professional	2Med	Owner	West	0.125	H	1
F	Grad	0.009993797898328955	4upto45	N	F	Single	Y	Professional	1Low	Renter	West	0.5	J	1
F	SomeCollege	0.025019012007905152	6upto65	N	G	Married	Y	Professional	1Low	Renter	South	0.125	E	0
M	Bach	0.04099280049952982	4upto45	Y	C	Married	Y	Professional	2Med	Owner	South	0.0	H	1
F	HS	0.009205603722421582	7above65	Y	I	Married	N	Retired	1Low	Owner	West	0.25	D	0
M	Grad	0.012901652116223324	4upto45	Y	E	Married	Y	Professional	1Low	Owner	South	0.25	G	1
F	SomeCollege	0.010481541819063713	3upto35	Y	F	Married	Y	Sales/Service	1Low	Owner	South	0.25	G	0
M	Bach	0.029081843830099433	4upto45	Y	C	Married	Y	Professional	1Low	Owner	South	0.0	G	1
M	SomeCollege	0.03803962361577025	2upto25	N	C	Married	N	Sales/Service	2Med	Owner	Northeast	0.0	H	1
M	Grad	0.17529126316070667	5upto55	Y	C	Married	Y	Professional	3High	Owner	West	0.0	L	1
M	HS	0.024040022415209847	2upto25	N	E	Single	N	BlueCollar	1Low	Renter	West	0.875	C	1
M	lessHS	0.013101151886058218	5upto55	N	D	Single	N	BlueCollar	1Low	Owner	South	0.0	E	0
M	HS	0.003221210927584885	7above65	N	F	Married	N	Retired	1Low	Owner	Midwest	0.625	A	0
M	Bach	0.07463832662714624	5upto55	Y	C	Married	Y	Professional	3High	Owner	Northeast	0.0	K	1
M	Bach	0.021190697467803648	7above65	Y	D	Married	N	Professional	1Low	Owner	West	0.875	E	1
M	HS	0.1767569961737865	6upto65	Y	B	Married	N	Sales/Service	1Low	Owner	West	0.0	A	1
F	SomeCollege	0.12719821182573407	6upto65	N	D	Married	N	Retired	1Low	Owner	South	0.0	F	1
F	Grad	0.08606284002629716	6upto65	Y	B	Married	N	Professional	3High	Owner	West	0.125	L	1
M	Bach	0.07180290863460817	5upto55	Y	C	Married	Y	BlueCollar	3High	Owner	Midwest	0.0	K	1
M	SomeCollege	0.05446323706485614	4upto45	Y	C	Married	Y	Professional	1Low	Owner	West	0.125	E	1
F	SomeCollege	0.035035121064044134	5upto55	Y	C	Married	Y	Professional	2Med	Owner	South	0.0	B	1
F	Grad	0.10410266174113675	4upto45	Y	C	Married	Y	Professional	1Low	Owner	Midwest	0.0	H	1
M	Grad	0.15801052106158292	7above65	Y	B	Married	N	Retired	1Low	Owner	Northeast	0.0	L	1
F	HS	0.005225113079050834	2upto25	N	G	Single	Y	Sales/Service	1Low	Renter	Northeast	0.875	E	0
F	Bach	0.025165885459318207	4upto45	N	E	Married	Y	Sales/Service	2Med	Owner	West	0.875	F	1
F	HS	0.02637949238414131	6upto65	Y	B	Married	N	BlueCollar	1Low	Owner	Northeast	0.25	G	0
F	Grad	0.025509257179515476	6upto65	Y	B	Married	Y	Professional	1Low	Owner	South	0.0	F	0
F	HS	0.021321562913613097	7above65	Y	D	Married	N	Retired	1Low	Owner	Northeast	0.125	C	0
M	lessHS	0.029097151485457877	6upto65	Y	B	Married	N	Professional	1Low	Owner	Northeast	0.125	E	1
M	Bach	0.019284844350659764	5upto55	Y	E	Married	Y	Sales/Service	2Med	Owner	South	0.125	F	1
M	Grad	0.053520965835014096	5upto55	N	C	Married	Y	Professional	1Low	Owner	Midwest	0.0	H	1
F	lessHS	0.015645024076540677	7above65	N	E	Married	N	Retired	2Med	Owner	South	0.625	E	1
F	SomeCollege	0.029026216010626917	5upto55	N	E	Married	Y	Sales/Service	2Med	Owner	West	0.625	E	0
M	Grad	0.04972256625538432	6upto65	Y	C	Married	N	Professional	2Med	Owner	West	0.125	K	1
M	Bach	0.09331316591427373	5upto55	Y	B	Married	Y	Professional	3High	Owner	South	0.0	L	1
M	SomeCollege	0.08440851269719987	4upto45	Y	C	Married	Y	Others	1Low	Owner	Midwest	0.0	K	1
M	Bach	0.035838022595099814	5upto55	Y	C	Married	Y	Professional	3High	Owner	South	0.0	A	1
M	Grad	0.15467885489533317	6upto65	Y	B	Married	N	Professional	2Med	Owner	Northeast	0.0	L	1
F	lessHS	0.028771988871634704	7above65	Y	B	Married	N	Retired	1Low	Renter	South	0.125	F	0
F	HS	0.014903653317023844	6upto65	Y	B	Married	N	Professional	1Low	Owner	Midwest	0.125	G	1
M	Bach	0.00887844010789796	6upto65	N	E	Married	N	Professional	1Low	Owner	West	0.25	F	1
F	HS	0.006447224256850852	5upto55	Y	J	Married	N	Professional	1Low	Owner	Midwest	0.125	E	0
F	SomeCollege	0.017046524967136066	5upto55	Y	D	Married	N	Sales/Service	1Low	Owner	South	0.0	G	1
M	Bach	0.037886947262325894	4upto45	Y	C	Married	Y	Others	1Low	Owner	Midwest	0.375	K	1
M	Bach	0.07191196317278271	4upto45	Y	C	Married	Y	Professional	2Med	Owner	West	0.0	H	1
M	Bach	0.004094047433121304	3upto35	Y	G	Married	Y	Professional	1Low	Renter	Midwest	0.25	F	1
F	Bach	0.03007313957710251	7above65	N	B	Married	N	Retired	1Low	Owner	West	0.125	G	0
F	Bach	0.023852628699612678	6upto65	Y	B	Married	N	Professional	1Low	Owner	Northeast	0.0	F	1
M	Grad	0.057952982286441454	3upto35	Y	C	Married	Y	Professional	3High	Owner	Midwest	0.0	F	1
M	Bach	0.04475738316732198	3upto35	Y	F	Single	Y	Professional	3High	Owner	West	0.125	D	1
M	SomeCollege	0.015029116060942078	6upto65	Y	E	Married	Y	Professional	1Low	Owner	West	1.0	C	1
M	Bach	0.026218111677649994	4upto45	N	A	Married	Y	Sales/Service	1Low	Renter	South	0.125	F	0
F	Bach	0.051175192713876216	6upto65	Y	C	Married	N	Professional	2Med	Owner	Northeast	0.125	I	0
F	Bach	0.0021388696487113206	7above65	Y	D	Married	N	Retired	1Low	Renter	West	0.5	E	0
F	Grad	0.029723064504558732	6upto65	Y	B	Married	N	Professional	2Med	Owner	South	0.25	F	1
M	SomeCollege	0.04414607745333442	6upto65	Y	B	Married	N	Others	3High	Owner	West	0.0	I	1
F	Bach	0.08321001332766517	5upto55	Y	B	Married	Y	Sales/Service	1Low	Owner	South	0.125	E	1
M	SomeCollege	0.022270337395731605	6upto65	Y	C	Married	Y	Sales/Service	1Low	Renter	South	0.125	G	1
M	HS	0.036393900589684905	5upto55	Y	B	Married	N	Professional	1Low	Owner	South	0.0	J	0
M	SomeCollege	0.016324063664238487	5upto55	Y	B	Married	N	BlueCollar	1Low	Owner	South	0.75	G	1
M	lessHS	0.013618810767264709	7above65	N	G	Single	Y	Retired	1Low	Renter	South	1.0	D	0
F	HS	0.014811006984592996	2upto25	N	F	Single	N	Sales/Service	1Low	Renter	South	0.75	F	0
M	HS	0.026444524906905943	5upto55	Y	C	Married	Y	Professional	2Med	Owner	Midwest	0.0	E	1
M	SomeCollege	0.01749154752291621	5upto55	N	E	Married	N	Sales/Service	1Low	Owner	Midwest	0.25	E	1
M	SomeCollege	0.030953179685160547	5upto55	Y	E	Married	Y	Professional	2Med	Owner	West	0.5	F	1
F	HS	0.01216748495922811	5upto55	Y	J	Married	N	BlueCollar	1Low	Owner	South	0.625	E	1
F	HS	0.06953887639208368	7above65	Y	B	Married	N	Retired	3High	Owner	Northeast	0.0	L	1
M	Bach	0.04361771321838052	6upto65	Y	B	Married	N	Retired	2Med	Owner	South	0.0	H	1
M	HS	6.0030021013508946e-05	7above65	Y	F	Married	Y	Retired	1Low	Owner	West	0.875	H	1
F	HS	0.007516058780996377	3upto35	N	F	Single	Y	Professional	1Low	Owner	Midwest	0.5	D	0
F	Grad	0.022416410446864477	6upto65	Y	D	Single	Y	Sales/Service	2Med	Owner	South	0.0	E	1
F	SomeCollege	0.008457429560523217	5upto55	Y	E	Married	Y	BlueCollar	1Low	Owner	Midwest	0.25	F	0
M	Grad	0.042541374941608305	6upto65	Y	B	Married	N	Professional	2Med	Owner	West	0.25	H	0
F	HS	0.022890947762976264	6upto65	Y	B	Married	N	Sales/Service	1Low	Owner	Northeast	0.0	G	0
M	Bach	0.02186783610483603	5upto55	Y	C	Married	Y	Professional	2Med	Owner	Northeast	0.0	H	1
F	Bach	0.028146175902568876	4upto45	Y	E	Married	Y	Professional	2Med	Owner	Northeast	0.25	H	1
M	HS	0.027504955228109577	2upto25	N	E	Married	N	Sales/Service	2Med	Owner	Northeast	0.125	E	0
M	HS	0.022623614069396107	7above65	Y	D	Married	N	Retired	1Low	Owner	Northeast	0.25	E	1
M	Bach	0.022314859661316626	4upto45	Y	J	Married	Y	Others	1Low	Renter	South	0.875	G	0
F	Grad	0.06152446838664016	4upto45	Y	C	Married	Y	Professional	1Low	Owner	South	0.0	K	1
F	SomeCollege	0.013159581106511366	7above65	Y	D	Married	N	Others	1Low	Owner	Midwest	0.375	F	0
M	Grad	0.02932396491485392	3upto35	Y	F	Married	Y	Others	2Med	Owner	South	0.0	F	1
M	Grad	0.20153238634641185	5upto55	Y	C	Married	Y	Professional	3High	Owner	Midwest	0.0	K	1
