F,0.02260400426253169,Y,Married,Y,Professional,Renter,West,yes,2
M,0.0902352266368411,Y,Married,N,Retired,Owner,Northeast,yes,0
M,0.009314658260596123,Y,Married,Y,Sales/Service,Renter,Northeast,no,3
M,0.04074957886439009,N,Married,N,Sales/Service,Owner,West,no,3
M,0.14957480235865958,Y,Married,Y,Retired,Owner,Midwest,yes,1
F,0.008744273010932767,Y,Single,Y,Professional,Owner,Northeast,yes,1
F,0.07414207845343458,Y,Married,N,Sales/Service,Owner,Northeast,yes,3
M,0.06069025119462244,Y,Single,Y,Sales/Service,Renter,Northeast,yes,1
M,0.012041021714959651,Y,Married,Y,Professional,Owner,South,yes,0
M,0.1453711000871536,Y,Married,N,Sales/Service,Renter,West,yes,0
M,0.0176137086156787,Y,Married,Y,BlueCollar,Owner,Northeast,yes,2
F,0.04560250581315717,Y,Single,N,Professional,Owner,West,yes,1
M,0.03437539113310567,N,Married,Y,BlueCollar,Owner,West,no,2
F,0.12241942195291865,Y,Married,Y,Professional,Owner,West,yes,1
F,0.034863935454120615,Y,Married,N,Retired,Owner,Midwest,yes,0
M,0.0051181595916117645,N,Single,Y,Others,Owner,South,yes,0
F,0.023273639146937385,N,Single,Y,BlueCollar,Owner,West,no,2
M,0.01926473429362024,Y,Married,Y,BlueCollar,Owner,South,yes,2
M,0.007560981246721486,N,Married,Y,BlueCollar,Owner,Midwest,no,2
M,0.09492247072761087,Y,Married,Y,Professional,Owner,Northeast,yes,0
M,0.04916318650957344,Y,Married,N,BlueCollar,Owner,Northeast,yes,0
M,0.025764384768822892,Y,Single,N,BlueCollar,Owner,Northeast,yes,3
M,0.021419711997970187,N,Single,N,BlueCollar,Owner,West,yes,2
M,0.03357268970212003,Y,Married,Y,Professional,Owner,Northeast,yes,1
F,0.07533627567146331,Y,Married,N,Professional,Owner,South,yes,1
M,0.19959981986991696,Y,Married,Y,Professional,Owner,Midwest,no,3
M,0.012826414489886391,N,Married,N,BlueCollar,Owner,Midwest,no,2
M,0.029271638746537144,N,Married,Y,Professional,Owner,Northeast,yes,3
M,0.09691266602427877,N,Married,Y,Professional,Owner,South,yes,1
F,0.03614207465153323,Y,Married,N,Professional,Owner,South,no,3
F,0.009096549184247042,Y,Married,N,Retired,Owner,South,no,2
F,0.02517549026268037,Y,Married,Y,BlueCollar,Owner,South,yes,2
F,0.0037789898728354055,N,Married,Y,Sales/Service,Owner,Midwest,no,2
F,0.03048534572139527,Y,Married,Y,Professional,Owner,Northeast,yes,0
M,0.021052928569577647,Y,Married,Y,Professional,Owner,South,yes,1
M,0.02643181855245809,Y,Married,N,Retired,Owner,Northeast,no,2
M,0.04475698296718189,Y,Married,N,Retired,Owner,Midwest,no,0
M,0.03803962361577025,Y,Married,Y,Professional,Owner,West,yes,1
F,0.0995497848474022,Y,Married,N,Professional,Renter,Northeast,yes,0
M,0.020405504792946956,N,Married,Y,BlueCollar,Owner,West,no,4
F,0.02247754101826324,Y,Married,N,BlueCollar,Renter,Northeast,no,3
M,0.04939220103973998,N,Married,Y,Professional,Owner,South,yes,1
M,0.0519549826868417,Y,Married,N,Retired,Owner,South,no,2
M,0.0413548815762763,N,Married,Y,Sales/Service,Owner,Northeast,yes,0
M,0.053851431100693466,Y,Married,Y,Sales/Service,Renter,South,no,1
F,0.06490625962043617,Y,Married,N,Sales/Service,Owner,Northeast,yes,0
F,0.011464033162984808,N,Married,Y,Farm,Owner,West,no,4
M,0.012477239867657816,Y,Married,N,Retired,Owner,West,no,2
M,0.011759580966441318,N,Married,Y,BlueCollar,Owner,South,no,2
M,0.09867934954270632,Y,Married,N,Professional,Owner,South,yes,1
F,0.12837490028763385,Y,Married,N,Professional,Owner,West,no,1
M,0.00782891524051178,N,Married,N,Professional,Owner,Midwest,yes,0
M,0.07326423944614703,Y,Married,N,Professional,Owner,West,yes,3
F,0.01933627006866134,Y,Married,Y,Professional,Owner,South,yes,0
M,0.04994837918443014,Y,Married,Y,Sales/Service,Owner,South,yes,3
F,0.02932396491485392,N,Single,Y,Sales/Service,Renter,West,no,2
F,0.03766603678499618,Y,Married,Y,Professional,Owner,Northeast,no,1
M,0.05675338236652151,Y,Married,N,Retired,Owner,West,yes,1
M,0.08493627663194364,Y,Married,Y,Professional,Owner,South,yes,0
F,0.0717483813655209,Y,Married,Y,Professional,Owner,West,no,1
M,0.7835200383711894,Y,Married,Y,Sales/Service,Owner,South,yes,3
M,0.013923663223978313,Y,Married,Y,Professional,Renter,South,no,3
M,0.04985023010007305,Y,Married,Y,BlueCollar,Owner,Northeast,yes,4
M,0.02186783610483603,Y,Married,Y,Professional,Owner,Northeast,yes,0
M,0.02519510006954478,Y,Married,Y,Others,Owner,Midwest,yes,0
M,0.017745574561838375,Y,Married,N,Retired,Owner,South,no,4
F,0.014222112478450476,N,Single,N,Professional,Owner,Midwest,yes,3
M,0.009565483698397569,N,Married,Y,BlueCollar,Renter,South,no,4
M,0.1005114657840386,Y,Married,Y,Professional,Owner,Northeast,yes,1
F,0.025383794435597243,Y,Married,N,Retired,Owner,Northeast,no,2
M,0.025994499849374672,Y,Married,Y,Professional,Owner,South,yes,1
M,0.07860791181669954,Y,Married,Y,BlueCollar,Owner,West,no,2
M,0.007237119283353605,Y,Married,N,Retired,Owner,South,yes,0
M,0.0855404787934446,Y,Married,N,Retired,Owner,West,no,0
M,0.012690946742465908,Y,Married,N,Professional,Owner,South,yes,2
M,0.02887574075795305,Y,Married,Y,BlueCollar,Owner,Northeast,yes,4
M,0.04510305603832477,Y,Married,N,Professional,Owner,Northeast,yes,1
M,0.10866764468910904,Y,Married,Y,Professional,Owner,South,yes,1
M,0.06196288764010883,Y,Married,Y,Sales/Service,Owner,West,yes,1
M,0.06542321815139752,Y,Married,Y,Professional,Owner,West,yes,1
M,0.032195601020070144,Y,Married,Y,BlueCollar,Owner,South,no,0
M,0.02155908169675655,N,Married,N,BlueCollar,Renter,South,no,0
M,0.02753106828725045,Y,Married,N,Professional,Owner,Midwest,yes,1
M,0.02196498468884289,Y,Married,Y,Sales/Service,Owner,South,yes,3
F,0.0562081096756488,Y,Married,N,Professional,Owner,Northeast,yes,1
F,0.026196300770015085,Y,Married,Y,Sales/Service,Owner,West,no,2
M,0.07725563554333523,Y,Married,N,Sales/Service,Owner,West,yes,1
M,0.07546714111727275,N,Married,N,Retired,Owner,South,yes,2
M,0.034570988951574684,Y,Married,Y,Professional,Owner,South,yes,3
M,0.0422294189324081,N,Married,Y,BlueCollar,Owner,South,no,4
M,0.020079341678773555,Y,Married,Y,Professional,Owner,Midwest,yes,3
F,0.015203603322021343,Y,Married,Y,BlueCollar,Owner,Midwest,yes,2
M,0.0536698402871276,Y,Married,N,Professional,Owner,Midwest,yes,1
M,0.0041076542378843655,N,Married,N,Professional,Renter,South,no,3
F,0.044844626797861616,Y,Married,N,Professional,Owner,Northeast,no,0
F,0.019565784849002985,Y,Married,N,Professional,Owner,South,yes,1
M,0.06063132172399417,Y,Married,Y,Professional,Owner,South,yes,0
M,0.02414327405135308,Y,Married,Y,Sales/Service,Owner,South,yes,3
M,0.03164062347580025,Y,Married,Y,Professional,Owner,Midwest,yes,1
M,0.0995497848474022,Y,Married,Y,Professional,Owner,Northeast,yes,1
F,0.03343962315554009,Y,Married,Y,Sales/Service,Owner,Northeast,yes,1
F,0.004220710777459807,N,Married,Y,Sales/Service,Owner,South,no,0
M,0.03889565171542289,Y,Married,Y,Professional,Owner,Northeast,yes,0
M,0.06208064653133032,N,Married,N,Professional,Owner,South,yes,1
F,0.01923091738178263,Y,Married,N,Retired,Owner,Midwest,no,3
F,0.05098289654656294,Y,Married,N,Professional,Owner,South,no,0
M,0.06843312340501485,Y,Married,N,Retired,Owner,South,yes,0
F,0.011293047653131329,N,Married,N,Retired,Owner,South,no,4
F,0.03947974381988433,Y,Married,N,Retired,Owner,Northeast,no,2
M,0.0855328749907829,Y,Married,Y,Professional,Owner,South,yes,2
M,0.0207981011303753,Y,Married,Y,Professional,Owner,Northeast,yes,0
F,0.018490246972510952,Y,Married,N,Sales/Service,Owner,Northeast,no,2
M,0.040661234683465206,Y,Married,Y,BlueCollar,Owner,West,yes,3
F,0.008442221955199796,Y,Married,Y,BlueCollar,Owner,Midwest,no,0
F,0.013377990332965516,Y,Married,N,Professional,Owner,Midwest,yes,0
M,0.02289194826332649,N,Single,N,Sales/Service,Owner,Midwest,no,3
F,0.032674140337582834,Y,Married,N,Others,Owner,West,no,1
M,0.023967185989713456,Y,Married,Y,Professional,Owner,South,yes,0
M,0.03630565645879505,Y,Married,N,Retired,Owner,South,yes,1
F,0.0,Y,Single,Y,Professional,Owner,South,yes,2
F,0.04227013929666226,Y,Married,Y,Professional,Owner,South,yes,0
M,0.014631016971587491,Y,Married,N,Retired,Owner,Midwest,no,2
F,0.02915708145643637,Y,Married,N,Professional,Owner,South,no,3
M,0.033489247972911265,Y,Married,Y,Professional,Owner,Midwest,yes,0
F,0.019107755788669915,N,Married,Y,Sales/Service,Owner,South,yes,3
F,0.0192894466522708,Y,Married,Y,Professional,Renter,Midwest,no,3
M,0.019997600800160158,N,Married,N,Retired,Owner,Midwest,no,2
M,0.025563784448602748,Y,Married,Y,Sales/Service,Owner,Midwest,no,0
M,0.10283742899824204,Y,Married,Y,Professional,Owner,Midwest,yes,3
M,0.03227934289938398,Y,Married,Y,Professional,Owner,Midwest,yes,1
F,0.019271937896141858,N,Married,N,Others,Owner,South,yes,2
M,0.015500051575793053,N,Married,N,Others,Renter,South,no,3
M,0.06365653463296995,Y,Married,N,BlueCollar,Owner,West,no,3
M,0.03871135955091141,Y,Married,Y,Professional,Owner,West,yes,2
M,0.04750115532777943,Y,Married,Y,BlueCollar,Owner,Northeast,yes,0
M,0.01454377334104786,Y,Married,N,Retired,Owner,West,no,1
M,0.012239420934409296,N,Married,Y,Others,Renter,Midwest,no,1
F,0.058546178944089936,Y,Married,N,Professional,Owner,Northeast,yes,1
F,0.01044002105452937,Y,Married,Y,BlueCollar,Owner,South,yes,3
F,0.07716509026163985,Y,Married,Y,Professional,Renter,Northeast,no,1
F,0.05127444234861855,Y,Married,Y,Professional,Owner,South,yes,1
M,0.03174167401117299,Y,Married,N,Professional,Owner,Northeast,no,1
F,0.018069536575241282,Y,Married,N,Professional,Owner,South,no,1
F,0.01683942139463946,Y,Married,Y,Retired,Owner,South,no,2
M,0.04243992420609547,Y,Married,Y,Professional,Owner,West,yes,0
F,0.014493848373571625,N,Married,Y,Professional,Owner,South,yes,4
F,0.009958080035825916,Y,Single,Y,BlueCollar,Owner,Midwest,yes,2
F,0.0645583856486629,Y,Married,Y,Sales/Service,Owner,South,yes,0
F,0.020619311717790068,Y,Married,Y,Professional,Renter,Midwest,no,0
F,0.04896688834085927,Y,Married,Y,Others,Owner,West,no,1
M,0.03090745681915526,Y,Married,Y,Professional,Owner,South,yes,0
F,0.05515028065535575,Y,Married,N,Sales/Service,Owner,West,yes,3
M,0.05624082603710116,Y,Married,Y,Professional,Owner,Northeast,yes,1
M,0.06591396357318295,Y,Married,N,Retired,Owner,Northeast,no,2
F,0.01083591904311346,N,Married,Y,Sales/Service,Owner,Midwest,no,3
M,0.013878540658183156,Y,Married,Y,BlueCollar,Owner,Midwest,yes,3
F,0.012671336935601494,Y,Married,Y,Professional,Owner,South,yes,0
M,0.04466133513370037,Y,Married,Y,Sales/Service,Owner,West,yes,0
M,0.04485603250185418,Y,Married,N,Sales/Service,Owner,South,yes,3
F,0.02186783610483603,Y,Married,Y,Professional,Owner,South,no,3
F,0.0068737375561518325,Y,Married,Y,BlueCollar,Owner,South,no,2
M,0.05494307703282412,N,Married,N,Professional,Owner,West,yes,1
M,0.019505254577814362,Y,Married,N,Sales/Service,Owner,South,yes,3
M,0.0206563302307484,Y,Married,N,Retired,Owner,South,no,1
M,0.05882541859183778,Y,Married,Y,Professional,Owner,Northeast,yes,0
M,0.05373797436097793,N,Married,N,Retired,Owner,Northeast,yes,1
F,0.04646953941666228,N,Single,Y,Professional,Renter,Northeast,no,0
M,0.028872439106797314,Y,Married,Y,BlueCollar,Owner,West,no,4
M,0.0637131629527927,N,Married,Y,Professional,Owner,South,no,1
F,0.023049026818311842,Y,Married,Y,Professional,Owner,South,yes,0
M,0.03496638668998366,N,Married,N,Farm,Owner,South,yes,2
M,0.02600000260130091,N,Single,Y,Sales/Service,Owner,Midwest,yes,0
M,0.0071047530870188185,N,Single,Y,BlueCollar,Renter,West,no,4
F,0.01596258288770214,N,Married,Y,Farm,Owner,West,no,0
F,0.026169087160488963,Y,Married,Y,Professional,Owner,South,no,1
F,0.037832419993238615,Y,Married,N,Retired,Owner,Midwest,yes,0
F,0.04598309614638281,Y,Married,N,Professional,Owner,Midwest,yes,1
F,0.05256238644946338,Y,Married,Y,Professional,Owner,South,yes,1
M,0.026408907094437932,Y,Married,Y,Sales/Service,Owner,Midwest,yes,3
M,0.016706855098234632,Y,Married,N,Retired,Owner,Northeast,no,2
F,0.01219169706770356,N,Married,Y,BlueCollar,Renter,West,no,2
F,0.015029116060942078,Y,Single,N,Professional,Owner,West,yes,2
F,0.01809354858364668,N,Single,Y,Sales/Service,Owner,West,no,3
F,0.04634957942467028,Y,Married,Y,Retired,Owner,South,yes,0
M,0.03757829290428144,Y,Married,N,Professional,Owner,South,yes,3
M,0.057898455017354175,Y,Married,N,Retired,Owner,West,no,2
M,0.10528265185419228,Y,Single,N,Professional,Owner,Northeast,no,0
M,0.0029349677773854704,N,Married,N,Retired,Owner,South,no,4
M,0.020169586810363863,Y,Married,Y,BlueCollar,Owner,South,yes,3
F,0.01798449404547214,Y,Married,N,Professional,Owner,Midwest,yes,0
F,0.02974597596257889,Y,Married,N,Professional,Owner,Northeast,no,1
F,0.10176229132189007,Y,Married,N,Retired,Owner,West,no,0
M,0.013176489562430171,N,Married,Y,Sales/Service,Renter,West,no,3
F,0.01862241306877569,N,Married,N,Retired,Owner,South,no,0
F,0.039318263063357985,Y,Married,Y,Professional,Owner,Northeast,yes,1
F,0.05536838973170483,Y,Married,N,Professional,Owner,South,yes,3
M,0.020769686920428902,N,Single,Y,BlueCollar,Owner,West,yes,3
M,0.03531426066175695,Y,Married,Y,Professional,Owner,South,yes,1
M,0.01908044212910877,Y,Married,Y,Sales/Service,Owner,South,yes,3
M,0.050101055537874487,N,Married,N,Sales/Service,Owner,West,yes,3
M,0.09313397630154842,N,Married,Y,Professional,Owner,West,yes,0
F,0.0071553784047402105,N,Married,Y,Professional,Owner,Northeast,no,3
M,0.033465836264715984,Y,Married,Y,Sales/Service,Owner,South,yes,3
F,0.02458229360503188,Y,Single,N,Professional,Owner,West,yes,1
M,0.02859550060985499,N,Married,Y,Sales/Service,Owner,West,no,2
F,0.020682843490029364,Y,Married,Y,Professional,Owner,South,yes,3
F,0.05374577826370969,Y,Married,N,Sales/Service,Owner,Midwest,yes,3
M,0.05014467735314431,Y,Married,Y,Professional,Owner,West,yes,3
F,0.011822912638610569,Y,Married,Y,BlueCollar,Owner,South,yes,2
M,0.009052927368977226,N,Married,Y,BlueCollar,Owner,West,yes,3
M,0.05194407723302424,Y,Married,N,Retired,Owner,South,yes,3
M,0.022079441928908646,Y,Married,Y,BlueCollar,Owner,Northeast,no,0
F,0.034124565695304226,N,Married,Y,Professional,Owner,Northeast,no,3
F,0.016417510396949515,Y,Married,N,Sales/Service,Owner,Midwest,no,3
F,0.022859231901874128,Y,Married,Y,Professional,Owner,Northeast,yes,1
M,0.037600103811916336,Y,Married,N,Professional,Owner,Midwest,no,1
M,0.0597960039815912,N,Married,N,Sales/Service,Owner,Northeast,yes,3
M,0.15634088607712718,Y,Married,Y,Professional,Owner,Northeast,yes,1
M,0.04392196537488399,Y,Married,N,Sales/Service,Owner,Rest,yes,3
F,0.2818898731255501,Y,Married,Y,Professional,Owner,West,yes,3
M,0.01965302847954262,Y,Single,N,Professional,Owner,South,yes,1
F,0.02370985729963555,Y,Married,Y,BlueCollar,Owner,South,no,3
M,0.03501000850525348,Y,Married,Y,Professional,Owner,South,yes,1
M,0.053828519642673316,Y,Married,Y,Professional,Owner,South,yes,3
F,0.042783496026362784,Y,Married,Y,Sales/Service,Owner,Northeast,no,3
F,0.02491155827029097,Y,Married,N,Retired,Owner,South,no,4
F,0.018298551105407814,Y,Married,Y,Sales/Service,Owner,South,yes,3
F,0.0637131629527927,Y,Married,Y,Professional,Owner,South,yes,0
M,0.02547413961722257,Y,Married,Y,BlueCollar,Owner,West,no,3
M,0.07061201306773518,Y,Married,N,Retired,Owner,South,yes,0
F,0.02653436983835616,Y,Married,Y,Sales/Service,Owner,South,yes,0
F,0.01921681032684445,N,Married,N,Professional,Owner,Midwest,no,0
M,0.0353251661155744,Y,Married,Y,BlueCollar,Owner,Northeast,yes,3
F,0.005512856979775586,Y,Married,N,BlueCollar,Owner,South,yes,3
M,0.02883972274534495,Y,Single,N,Professional,Owner,Midwest,no,0
M,0.037532469988241134,Y,Married,N,Professional,Owner,Northeast,yes,0
M,0.020356380225750897,N,Married,N,Sales/Service,Owner,Northeast,no,3
M,0.04622851888229304,Y,Married,Y,Professional,Owner,South,yes,1
M,0.007425813649406069,Y,Married,N,Retired,Owner,South,yes,4
M,0.19959981986991696,Y,Married,N,Professional,Owner,Northeast,yes,1
M,0.05232356701586464,N,Married,Y,Professional,Owner,Northeast,yes,0
F,0.010745273711383063,Y,Married,Y,Professional,Owner,South,no,0
M,0.019396700289814932,N,Married,Y,Sales/Service,Owner,West,yes,2
F,0.004034817812387976,N,Single,N,Professional,Renter,South,no,0
M,0.03827954359975424,Y,Married,N,Professional,Owner,South,yes,3
M,0.019020512158130283,Y,Married,Y,BlueCollar,Owner,Midwest,yes,3
F,0.014828515740721937,Y,Married,N,Professional,Owner,Midwest,yes,1
F,0.025162383708092415,Y,Married,N,Retired,Owner,South,yes,2
F,0.03548774742248599,Y,Married,N,Sales/Service,Owner,South,no,0
M,0.1502294297378119,Y,Married,Y,Professional,Owner,Northeast,yes,0
F,0.007372587030774091,Y,Married,N,BlueCollar,Renter,Northeast,no,2
M,0.00850765467810452,Y,Married,Y,BlueCollar,Owner,Midwest,no,0
M,0.04475738316732198,Y,Single,Y,Professional,Owner,West,yes,0
F,0.004228914880331654,N,Single,Y,Sales/Service,Renter,Midwest,no,2
F,0.04553167038836122,Y,Married,Y,Professional,Owner,West,yes,0
M,0.05873817496129815,N,Married,Y,Others,Renter,Northeast,yes,3
F,0.01194987613305414,N,Married,N,Professional,Owner,South,no,0
M,0.03964052422616551,Y,Married,Y,Sales/Service,Owner,West,yes,3
F,0.013065734173660248,Y,Married,Y,Sales/Service,Renter,Northeast,yes,1
M,0.06654647989459529,Y,Married,Y,Sales/Service,Owner,South,yes,0
M,0.011866534453880386,N,Single,N,BlueCollar,Owner,South,no,3
M,0.07889145361595334,Y,Married,N,Retired,Owner,Midwest,yes,1
M,0.043764986869933666,Y,Married,N,Sales/Service,Owner,South,yes,1
F,0.042004806603782564,Y,Married,Y,Professional,Owner,Northeast,yes,0
F,0.04881421198741491,Y,Married,N,Sales/Service,Owner,West,yes,3
M,0.053203607123922685,Y,Married,Y,BlueCollar,Owner,South,no,3
F,0.02360290381219648,Y,Married,N,Sales/Service,Owner,Northeast,no,3
F,0.0412131106766494,N,Married,Y,Professional,Owner,West,yes,0
F,0.014936369678476204,Y,Married,Y,Sales/Service,Renter,Northeast,no,3
M,0.04920680832484326,Y,Married,Y,Professional,Owner,Midwest,yes,1
M,0.03580720718431288,Y,Married,N,Professional,Owner,South,yes,3
M,0.05026563784548653,Y,Married,Y,Professional,Owner,South,yes,1
F,0.02404352416643564,Y,Married,N,Retired,Owner,South,no,2
M,0.15997350274872466,N,Married,N,Professional,Owner,South,no,1
M,0.12463983238017334,Y,Married,N,Professional,Owner,Northeast,yes,2
M,0.08079690653295714,N,Married,N,Professional,Owner,South,yes,4
M,0.02649284907382182,Y,Married,Y,Professional,Owner,Midwest,yes,0
M,0.06561951632011169,Y,Married,Y,BlueCollar,Owner,Northeast,no,3
M,0.03839950359174624,Y,Married,N,BlueCollar,Owner,South,yes,3
M,0.00933196691665502,Y,Married,N,Sales/Service,Renter,Northeast,no,3
F,0.04259700276108082,Y,Married,N,Retired,Owner,South,no,3
F,0.023546275492373737,Y,Single,N,Sales/Service,Owner,Northeast,yes,4
M,0.02918869726750348,Y,Married,Y,Professional,Owner,Northeast,yes,0
F,0.020386895486432764,N,Married,Y,BlueCollar,Owner,West,no,2
M,0.018361782727542044,Y,Single,Y,Sales/Service,Renter,South,no,0
M,0.04857429200343092,Y,Married,N,Professional,Owner,West,no,0
M,0.07373967721257403,Y,Married,N,Professional,Owner,South,no,1
F,0.01078579397556718,N,Married,N,Sales/Service,Owner,Midwest,no,2
M,0.015369286180018628,N,Single,Y,BlueCollar,Renter,South,yes,4
M,0.06673727531138322,Y,Married,Y,Sales/Service,Owner,Northeast,yes,0
M,0.07069055234522785,Y,Married,Y,Professional,Owner,Midwest,yes,0
M,0.03817259011231517,Y,Married,Y,Professional,Owner,Midwest,no,0
M,0.02294647553241376,Y,Married,N,Professional,Owner,West,no,3
F,0.02896958769080417,Y,Married,N,Professional,Owner,South,yes,0
M,0.016370486880488932,Y,Married,N,Professional,Owner,South,yes,3
F,0.061929070728271224,Y,Married,Y,Sales/Service,Owner,South,yes,1
F,0.0027203604522621767,Y,Married,N,Retired,Owner,Midwest,no,2
F,0.013936969878636308,Y,Married,Y,Professional,Owner,South,yes,0
F,0.03137639133330579,N,Married,Y,Sales/Service,Owner,Midwest,no,4
F,0.07887174375905391,N,Married,N,Others,Owner,South,yes,3
F,0.023535370038556283,N,Married,Y,Professional,Owner,South,no,0
F,0.02161601016668436,N,Married,N,Sales/Service,Renter,Midwest,no,2
F,0.026490748023086347,Y,Married,N,Professional,Owner,South,yes,0
M,0.02157238835141454,N,Married,Y,Retired,Owner,South,yes,3
M,0.03858269520587247,N,Married,N,Retired,Owner,Midwest,no,2
F,0.04536148527878793,Y,Married,N,Professional,Owner,Northeast,yes,0
M,0.03980630713419782,Y,Married,N,Professional,Owner,Northeast,no,0
M,0.06007404302891878,N,Married,Y,Sales/Service,Owner,South,yes,0
F,0.018948476132914067,N,Married,N,Professional,Renter,Midwest,no,2
M,0.11742582465490993,Y,Married,Y,Professional,Owner,South,yes,2
M,0.004712856899735557,Y,Married,Y,BlueCollar,Renter,West,no,2
M,0.028290147902966276,Y,Married,N,Retired,Owner,Northeast,yes,2
M,0.05156238634941335,Y,Married,N,Professional,Owner,West,no,1
M,0.033328467566630084,Y,Married,Y,Professional,Owner,South,yes,0
F,0.03929375080477748,Y,Married,N,Sales/Service,Owner,Northeast,yes,3
F,0.004210905874027602,N,Married,Y,BlueCollar,Owner,South,no,2
F,0.04538439673680808,Y,Married,Y,Sales/Service,Owner,West,yes,3
F,0.024172288561509613,Y,Married,Y,Professional,Owner,South,yes,3
F,0.06883002189394917,Y,Married,N,Professional,Owner,Midwest,yes,3
M,0.025670637886006792,Y,Married,Y,Professional,Owner,South,yes,2
M,0.02181230833539853,Y,Married,Y,Professional,Owner,Northeast,no,2
M,0.02399770125039532,Y,Married,Y,BlueCollar,Owner,West,no,2
M,0.014457630260893473,Y,Married,Y,BlueCollar,Owner,Northeast,yes,0
F,0.19219911877930154,Y,Married,N,Professional,Owner,West,yes,1
M,0.044304756808880116,Y,Single,Y,Professional,Owner,West,yes,0
M,0.008202301971215804,Y,Married,N,Retired,Owner,South,no,2
M,0.0480889492835367,Y,Married,N,Professional,Owner,South,no,0
F,0.00835277722388967,Y,Married,Y,BlueCollar,Owner,Midwest,yes,2
F,0.0585854986078538,Y,Married,Y,Sales/Service,Owner,South,no,0
F,0.0014071036925566475,Y,Married,Y,BlueCollar,Owner,West,no,2
M,0.07969075334574821,Y,Married,N,Professional,Owner,West,yes,1
M,0.0197293666562648,N,Single,N,BlueCollar,Renter,Midwest,yes,3
M,0.0328486275986621,Y,Married,N,Professional,Owner,South,yes,4
F,0.0219756900425903,Y,Married,Y,BlueCollar,Owner,West,no,3
M,0.01555798054607109,Y,Married,N,Professional,Owner,Midwest,yes,1
M,0.03543972340567518,N,Married,Y,Professional,Owner,South,yes,0
F,0.01626143234231439,Y,Married,N,Sales/Service,Owner,West,yes,2
M,0.03475708201671657,Y,Married,N,Professional,Owner,Midwest,yes,0
F,0.012250326388226752,Y,Married,N,Retired,Owner,Midwest,yes,2
M,0.010003802901831206,Y,Married,N,Retired,Owner,South,yes,2
F,0.032019813108535584,Y,Married,N,Professional,Owner,South,yes,2
M,0.015250426738411881,Y,Married,Y,BlueCollar,Owner,Midwest,yes,3
M,0.009948175082358688,Y,Married,Y,Professional,Owner,Midwest,no,4
F,0.040395201640340335,Y,Married,N,Professional,Owner,South,yes,0
M,0.09306854357864368,Y,Married,N,Professional,Owner,Northeast,yes,1
M,0.015203603322021343,Y,Married,N,Retired,Owner,Midwest,no,1
F,0.06578599957838915,Y,Married,Y,Professional,Owner,West,yes,0
F,0.05335628347736704,Y,Married,Y,Retired,Owner,West,no,2
M,0.0597466793143251,Y,Married,Y,Professional,Owner,Midwest,yes,0
M,0.027928066826219792,Y,Married,Y,Professional,Owner,South,yes,0
F,0.016806604983152073,N,Married,Y,Professional,Renter,South,no,3
M,0.020872238206326985,N,Single,N,Professional,Renter,Midwest,yes,0
F,0.02107533977742269,N,Married,Y,Sales/Service,Owner,South,yes,3
M,0.04058489650674303,Y,Married,Y,Professional,Owner,West,yes,0
